"","cust_id","contact","day","month","duration","campaign","pdays","previous","poutcome","y"
"138",138,"unknown",5,"may",73,1,-1,0,"unknown",
"139",139,"unknown",5,"may",528,1,-1,0,"unknown","no"
"140",140,"unknown",5,"may",541,1,-1,0,"unknown",
"141",141,"unknown",5,"may",163,1,-1,0,"unknown","no"
"142",142,"unknown",5,"may",301,1,-1,0,"unknown","no"
"143",143,"unknown",5,"may",46,1,-1,0,"unknown","no"
"144",144,"unknown",5,"may",204,1,-1,0,"unknown","no"
"145",145,"unknown",5,"may",98,1,-1,0,"unknown","no"
"146",146,"unknown",5,"may",71,1,-1,0,"unknown",
"147",147,"unknown",5,"may",157,2,-1,0,"unknown","no"
"148",148,"unknown",5,"may",243,1,-1,0,"unknown","no"
"149",149,"unknown",5,"may",186,2,-1,0,"unknown","no"
"150",150,"unknown",5,"may",579,2,-1,0,"unknown",
"151",151,"unknown",5,"may",163,2,-1,0,"unknown","no"
"152",152,"unknown",5,"may",610,2,-1,0,"unknown",
"153",153,"unknown",5,"may",2033,1,-1,0,"unknown","no"
"154",154,"unknown",5,"may",85,1,-1,0,"unknown","no"
"155",155,"unknown",5,"may",114,2,-1,0,"unknown",
"156",156,"unknown",5,"may",114,2,-1,0,"unknown","no"
"157",157,"unknown",5,"may",57,1,-1,0,"unknown","no"
"158",158,"unknown",5,"may",238,1,-1,0,"unknown","no"
"159",159,"unknown",5,"may",93,3,-1,0,"unknown","no"
"160",160,"unknown",5,"may",128,2,-1,0,"unknown","no"
"161",161,"unknown",5,"may",107,1,-1,0,"unknown","no"
"162",162,"unknown",5,"may",181,1,-1,0,"unknown","no"
"163",163,"unknown",5,"may",303,2,-1,0,"unknown","no"
"164",164,"unknown",5,"may",558,5,-1,0,"unknown","no"
"165",165,"unknown",5,"may",270,1,-1,0,"unknown","no"
"166",166,"unknown",5,"may",228,1,-1,0,"unknown",
"167",167,"unknown",5,"may",99,1,-1,0,"unknown","no"
"168",168,"unknown",5,"may",240,1,-1,0,"unknown",
"169",169,"unknown",5,"may",673,2,-1,0,"unknown","yes"
"170",170,"unknown",5,"may",233,3,-1,0,"unknown","no"
"171",171,"unknown",5,"may",1056,1,-1,0,"unknown","no"
"172",172,"unknown",5,"may",250,1,-1,0,"unknown","no"
"173",173,"unknown",5,"may",252,1,-1,0,"unknown","no"
"174",174,"unknown",5,"may",138,1,-1,0,"unknown","no"
"175",175,"unknown",5,"may",130,1,-1,0,"unknown","no"
"176",176,"unknown",5,"may",412,1,-1,0,"unknown","no"
"177",177,"unknown",5,"may",179,2,-1,0,"unknown","no"
"178",178,"unknown",5,"may",19,2,-1,0,"unknown",
"179",179,"unknown",5,"may",458,2,-1,0,"unknown",
"180",180,"unknown",5,"may",717,1,-1,0,"unknown","no"
"181",181,"unknown",5,"may",313,1,-1,0,"unknown","no"
"182",182,"unknown",5,"may",683,2,-1,0,"unknown",
"183",183,"unknown",5,"may",1077,1,-1,0,"unknown","no"
"184",184,"unknown",5,"may",416,1,-1,0,"unknown",
"185",185,"unknown",5,"may",146,2,-1,0,"unknown","no"
"186",186,"unknown",5,"may",167,1,-1,0,"unknown","no"
"187",187,"unknown",5,"may",315,1,-1,0,"unknown","no"
"188",188,"unknown",5,"may",140,1,-1,0,"unknown","no"
"189",189,"unknown",5,"may",346,1,-1,0,"unknown","no"
"190",190,"unknown",5,"may",562,1,-1,0,"unknown",
"191",191,"unknown",5,"may",172,1,-1,0,"unknown","no"
"192",192,"unknown",5,"may",217,1,-1,0,"unknown","no"
"193",193,"unknown",5,"may",142,2,-1,0,"unknown","no"
"194",194,"unknown",5,"may",67,1,-1,0,"unknown","no"
"195",195,"unknown",5,"may",291,1,-1,0,"unknown","no"
"196",196,"unknown",5,"may",309,2,-1,0,"unknown","no"
"197",197,"unknown",5,"may",248,1,-1,0,"unknown","no"
"198",198,"unknown",5,"may",98,1,-1,0,"unknown","no"
"199",199,"unknown",5,"may",256,1,-1,0,"unknown",
"200",200,"unknown",5,"may",82,2,-1,0,"unknown","no"
"201",201,"unknown",5,"may",577,1,-1,0,"unknown",
"202",202,"unknown",5,"may",286,1,-1,0,"unknown","no"
"203",203,"unknown",5,"may",477,1,-1,0,"unknown","no"
"204",204,"unknown",5,"may",611,2,-1,0,"unknown","no"
"205",205,"unknown",5,"may",471,1,-1,0,"unknown","no"
"206",206,"unknown",5,"may",381,2,-1,0,"unknown",
"207",207,"unknown",5,"may",42,1,-1,0,"unknown","no"
"208",208,"unknown",5,"may",251,1,-1,0,"unknown",
"209",209,"unknown",5,"may",408,1,-1,0,"unknown",
"210",210,"unknown",5,"may",215,1,-1,0,"unknown","no"
"211",211,"unknown",5,"may",287,1,-1,0,"unknown","no"
"212",212,"unknown",5,"may",216,2,-1,0,"unknown","no"
"213",213,"unknown",5,"may",366,2,-1,0,"unknown","no"
"214",214,"unknown",5,"may",210,1,-1,0,"unknown","no"
"215",215,"unknown",5,"may",288,1,-1,0,"unknown","no"
"216",216,"unknown",5,"may",168,1,-1,0,"unknown","no"
"217",217,"unknown",5,"may",338,2,-1,0,"unknown",
"218",218,"unknown",5,"may",410,3,-1,0,"unknown","no"
"219",219,"unknown",5,"may",177,1,-1,0,"unknown",
"220",220,"unknown",5,"may",127,2,-1,0,"unknown","no"
"221",221,"unknown",5,"may",357,1,-1,0,"unknown","no"
"222",222,"unknown",5,"may",175,1,-1,0,"unknown","no"
"223",223,"unknown",5,"may",300,1,-1,0,"unknown","no"
"224",224,"unknown",5,"may",136,1,-1,0,"unknown","no"
"225",225,"unknown",5,"may",1419,1,-1,0,"unknown","no"
"226",226,"unknown",5,"may",125,2,-1,0,"unknown","no"
"227",227,"unknown",5,"may",213,3,-1,0,"unknown","no"
"228",228,"unknown",5,"may",27,1,-1,0,"unknown","no"
"229",229,"unknown",5,"may",238,2,-1,0,"unknown","no"
"230",230,"unknown",5,"may",124,1,-1,0,"unknown","no"
"231",231,"unknown",5,"may",18,1,-1,0,"unknown","no"
"232",232,"unknown",5,"may",730,2,-1,0,"unknown",
"233",233,"unknown",5,"may",746,2,-1,0,"unknown","no"
"234",234,"unknown",5,"may",121,1,-1,0,"unknown",
"235",235,"unknown",5,"may",247,1,-1,0,"unknown",
"236",236,"unknown",5,"may",40,1,-1,0,"unknown","no"
"237",237,"unknown",5,"may",181,2,-1,0,"unknown","no"
"238",238,"unknown",5,"may",79,1,-1,0,"unknown","no"
"239",239,"unknown",5,"may",206,1,-1,0,"unknown","no"
"240",240,"unknown",5,"may",389,1,-1,0,"unknown","no"
"241",241,"unknown",5,"may",127,1,-1,0,"unknown","no"
"242",242,"unknown",5,"may",702,1,-1,0,"unknown","no"
"243",243,"unknown",5,"may",151,1,-1,0,"unknown","no"
"244",244,"unknown",5,"may",117,1,-1,0,"unknown","no"
"245",245,"unknown",5,"may",232,3,-1,0,"unknown","no"
"246",246,"unknown",5,"may",408,2,-1,0,"unknown","no"
"247",247,"unknown",5,"may",179,2,-1,0,"unknown","no"
"248",248,"unknown",5,"may",39,1,-1,0,"unknown","no"
"249",249,"unknown",5,"may",282,1,-1,0,"unknown","no"
"250",250,"unknown",5,"may",714,2,-1,0,"unknown","no"
"251",251,"unknown",5,"may",50,1,-1,0,"unknown","no"
"252",252,"unknown",5,"may",181,1,-1,0,"unknown",
"253",253,"unknown",5,"may",142,1,-1,0,"unknown","no"
"254",254,"unknown",5,"may",227,1,-1,0,"unknown","no"
"255",255,"unknown",5,"may",119,1,-1,0,"unknown","no"
"256",256,"unknown",5,"may",361,1,-1,0,"unknown","no"
"257",257,"unknown",5,"may",73,3,-1,0,"unknown","no"
"258",258,"unknown",5,"may",67,2,-1,0,"unknown",
"259",259,"unknown",5,"may",350,1,-1,0,"unknown","no"
"260",260,"unknown",5,"may",332,2,-1,0,"unknown",
"261",261,"unknown",5,"may",611,2,-1,0,"unknown","no"
"262",262,"unknown",5,"may",113,2,-1,0,"unknown","no"
"263",263,"unknown",5,"may",132,1,-1,0,"unknown",
"264",264,"unknown",5,"may",58,3,-1,0,"unknown","no"
"265",265,"unknown",5,"may",151,1,-1,0,"unknown",
"266",266,"unknown",5,"may",89,2,-1,0,"unknown","no"
"267",267,"unknown",5,"may",152,1,-1,0,"unknown","no"
"268",268,"unknown",5,"may",611,2,-1,0,"unknown","no"
"269",269,"unknown",5,"may",110,2,-1,0,"unknown","no"
"270",270,"unknown",5,"may",463,1,-1,0,"unknown","no"
"271",271,"unknown",5,"may",562,2,-1,0,"unknown","yes"
"272",272,"unknown",5,"may",962,1,-1,0,"unknown","no"
"273",273,"unknown",5,"may",10,4,-1,0,"unknown","no"
"274",274,"unknown",5,"may",118,3,-1,0,"unknown",
"275",275,"unknown",5,"may",92,2,-1,0,"unknown","no"
"276",276,"unknown",5,"may",143,3,-1,0,"unknown","no"
"277",277,"unknown",5,"may",189,3,-1,0,"unknown","no"
"278",278,"unknown",5,"may",234,2,-1,0,"unknown","no"
"279",279,"unknown",5,"may",75,2,-1,0,"unknown","no"
"280",280,"unknown",5,"may",189,2,-1,0,"unknown","no"
"281",281,"unknown",5,"may",621,3,-1,0,"unknown",
"282",282,"unknown",5,"may",55,2,-1,0,"unknown","no"
"283",283,"unknown",5,"may",310,4,-1,0,"unknown","no"
"284",284,"unknown",5,"may",156,2,-1,0,"unknown","no"
"285",285,"unknown",5,"may",5,2,-1,0,"unknown","no"
"286",286,"unknown",5,"may",225,2,-1,0,"unknown","no"
"287",287,"unknown",5,"may",125,2,-1,0,"unknown","no"
"288",288,"unknown",5,"may",2,3,-1,0,"unknown","no"
"289",289,"unknown",5,"may",286,2,-1,0,"unknown","no"
"290",290,"unknown",5,"may",164,2,-1,0,"unknown",
"291",291,"unknown",5,"may",98,2,-1,0,"unknown","no"
"292",292,"unknown",5,"may",742,2,-1,0,"unknown","no"
"293",293,"unknown",5,"may",226,3,-1,0,"unknown","no"
"294",294,"unknown",5,"may",120,2,-1,0,"unknown","no"
"295",295,"unknown",5,"may",362,4,-1,0,"unknown","no"
"296",296,"unknown",5,"may",357,2,-1,0,"unknown","no"
"297",297,"unknown",5,"may",200,2,-1,0,"unknown","no"
"298",298,"unknown",5,"may",204,2,-1,0,"unknown","no"
"299",299,"unknown",5,"may",126,3,-1,0,"unknown","no"
"300",300,"unknown",5,"may",65,2,-1,0,"unknown","no"
"301",301,"unknown",5,"may",107,2,-1,0,"unknown","no"
"302",302,"unknown",5,"may",267,2,-1,0,"unknown",
"303",303,"unknown",5,"may",248,2,-1,0,"unknown",
"304",304,"unknown",5,"may",215,2,-1,0,"unknown","no"
"305",305,"unknown",5,"may",209,2,-1,0,"unknown","no"
"306",306,"unknown",5,"may",205,2,-1,0,"unknown","no"
"307",307,"unknown",5,"may",83,2,-1,0,"unknown","no"
"308",308,"unknown",5,"may",106,3,-1,0,"unknown",
"309",309,"unknown",5,"may",189,2,-1,0,"unknown","no"
"310",310,"unknown",5,"may",105,2,-1,0,"unknown",
"311",311,"unknown",5,"may",106,2,-1,0,"unknown","no"
"312",312,"unknown",5,"may",108,2,-1,0,"unknown","no"
"313",313,"unknown",5,"may",311,2,-1,0,"unknown",
"314",314,"unknown",5,"may",214,2,-1,0,"unknown","no"
"315",315,"unknown",5,"may",132,2,-1,0,"unknown","no"
"316",316,"unknown",5,"may",358,2,-1,0,"unknown","no"
"317",317,"unknown",5,"may",453,2,-1,0,"unknown","no"
"318",318,"unknown",5,"may",364,2,-1,0,"unknown","no"
"319",319,"unknown",5,"may",136,2,-1,0,"unknown","no"
"320",320,"unknown",5,"may",386,2,-1,0,"unknown","no"
"321",321,"unknown",5,"may",173,2,-1,0,"unknown",
"322",322,"unknown",5,"may",241,2,-1,0,"unknown","no"
"323",323,"unknown",5,"may",224,3,-1,0,"unknown","no"
"324",324,"unknown",5,"may",148,2,-1,0,"unknown","no"
"325",325,"unknown",5,"may",196,2,-1,0,"unknown","no"
"326",326,"unknown",5,"may",111,4,-1,0,"unknown","no"
"327",327,"unknown",5,"may",231,3,-1,0,"unknown","no"
"328",328,"unknown",5,"may",316,3,-1,0,"unknown","no"
"329",329,"unknown",5,"may",216,3,-1,0,"unknown","no"
"330",330,"unknown",5,"may",240,2,-1,0,"unknown",
"331",331,"unknown",5,"may",669,3,-1,0,"unknown",
"332",332,"unknown",5,"may",425,2,-1,0,"unknown","no"
"333",333,"unknown",5,"may",143,2,-1,0,"unknown","no"
"334",334,"unknown",5,"may",174,5,-1,0,"unknown","no"
"335",335,"unknown",5,"may",313,3,-1,0,"unknown","no"
"336",336,"unknown",5,"may",135,4,-1,0,"unknown","no"
"337",337,"unknown",5,"may",146,2,-1,0,"unknown","no"
"338",338,"unknown",5,"may",152,2,-1,0,"unknown","no"
"339",339,"unknown",5,"may",402,3,-1,0,"unknown","no"
"340",340,"unknown",5,"may",213,2,-1,0,"unknown","no"
"341",341,"unknown",5,"may",144,3,-1,0,"unknown",
"342",342,"unknown",5,"may",124,3,-1,0,"unknown","no"
"343",343,"unknown",5,"may",183,2,-1,0,"unknown","no"
"344",344,"unknown",5,"may",325,2,-1,0,"unknown","no"
"345",345,"unknown",5,"may",39,4,-1,0,"unknown","no"
"346",346,"unknown",5,"may",503,2,-1,0,"unknown",
"347",347,"unknown",5,"may",95,4,-1,0,"unknown","no"
"348",348,"unknown",5,"may",680,2,-1,0,"unknown","no"
"349",349,"unknown",5,"may",421,4,-1,0,"unknown","no"
"350",350,"unknown",5,"may",174,3,-1,0,"unknown","no"
"351",351,"unknown",5,"may",113,2,-1,0,"unknown","no"
"352",352,"unknown",5,"may",808,2,-1,0,"unknown","no"
"353",353,"unknown",5,"may",198,3,-1,0,"unknown",
"354",354,"unknown",5,"may",195,2,-1,0,"unknown","no"
"355",355,"unknown",5,"may",347,3,-1,0,"unknown","no"
"356",356,"unknown",5,"may",208,2,-1,0,"unknown","no"
"357",357,"unknown",5,"may",404,4,-1,0,"unknown","no"
"358",358,"unknown",5,"may",396,2,-1,0,"unknown","no"
"359",359,"unknown",5,"may",216,4,-1,0,"unknown","no"
"360",360,"unknown",5,"may",98,2,-1,0,"unknown",
"361",361,"unknown",5,"may",350,2,-1,0,"unknown","no"
"362",362,"unknown",6,"may",114,2,-1,0,"unknown","no"
"363",363,"unknown",6,"may",88,3,-1,0,"unknown",
"364",364,"unknown",6,"may",379,2,-1,0,"unknown","no"
"365",365,"unknown",6,"may",190,3,-1,0,"unknown","no"
"366",366,"unknown",6,"may",158,1,-1,0,"unknown","no"
"367",367,"unknown",6,"may",102,1,-1,0,"unknown","no"
"368",368,"unknown",6,"may",306,1,-1,0,"unknown","no"
"369",369,"unknown",6,"may",218,1,-1,0,"unknown","no"
"370",370,"unknown",6,"may",54,1,-1,0,"unknown",
"371",371,"unknown",6,"may",344,1,-1,0,"unknown","no"
"372",372,"unknown",6,"may",195,1,-1,0,"unknown","no"
"373",373,"unknown",6,"may",652,1,-1,0,"unknown","no"
"374",374,"unknown",6,"may",286,1,-1,0,"unknown","no"
"375",375,"unknown",6,"may",189,1,-1,0,"unknown",
"376",376,"unknown",6,"may",83,1,-1,0,"unknown","no"
"377",377,"unknown",6,"may",184,2,-1,0,"unknown",
"378",378,"unknown",6,"may",235,1,-1,0,"unknown","no"
"379",379,"unknown",6,"may",290,1,-1,0,"unknown","no"
"380",380,"unknown",6,"may",232,1,-1,0,"unknown","no"
"381",381,"unknown",6,"may",133,1,-1,0,"unknown","no"
"382",382,"unknown",6,"may",318,1,-1,0,"unknown","no"
"383",383,"unknown",6,"may",260,3,-1,0,"unknown",
"384",384,"unknown",6,"may",437,1,-1,0,"unknown","no"
"385",385,"unknown",6,"may",402,1,-1,0,"unknown",
"386",386,"unknown",6,"may",85,1,-1,0,"unknown","no"
"387",387,"unknown",6,"may",125,1,-1,0,"unknown","no"
"388",388,"unknown",6,"may",501,4,-1,0,"unknown","no"
"389",389,"unknown",6,"may",1201,1,-1,0,"unknown","yes"
"390",390,"unknown",6,"may",253,1,-1,0,"unknown",
"391",391,"unknown",6,"may",1030,1,-1,0,"unknown",
"392",392,"unknown",6,"may",149,1,-1,0,"unknown",
"393",393,"unknown",6,"may",114,1,-1,0,"unknown","no"
"394",394,"unknown",6,"may",243,1,-1,0,"unknown","no"
"395",395,"unknown",6,"may",769,2,-1,0,"unknown",
"396",396,"unknown",6,"may",135,3,-1,0,"unknown","no"
"397",397,"unknown",6,"may",231,1,-1,0,"unknown",
"398",398,"unknown",6,"may",76,1,-1,0,"unknown","no"
"399",399,"unknown",6,"may",199,1,-1,0,"unknown","no"
"400",400,"unknown",6,"may",152,1,-1,0,"unknown","no"
"401",401,"unknown",6,"may",124,1,-1,0,"unknown","no"
"402",402,"unknown",6,"may",424,1,-1,0,"unknown","no"
"403",403,"unknown",6,"may",43,1,-1,0,"unknown",
"404",404,"unknown",6,"may",154,1,-1,0,"unknown",
"405",405,"unknown",6,"may",203,2,-1,0,"unknown","no"
"406",406,"unknown",6,"may",326,1,-1,0,"unknown","no"
"407",407,"unknown",6,"may",393,1,-1,0,"unknown","no"
"408",408,"unknown",6,"may",241,3,-1,0,"unknown","no"
"409",409,"unknown",6,"may",483,1,-1,0,"unknown","no"
"410",410,"unknown",6,"may",259,1,-1,0,"unknown","no"
"411",411,"unknown",6,"may",227,1,-1,0,"unknown",
"412",412,"unknown",6,"may",673,1,-1,0,"unknown",
"413",413,"unknown",6,"may",576,1,-1,0,"unknown","no"
"414",414,"unknown",6,"may",180,2,-1,0,"unknown","no"
"415",415,"unknown",6,"may",168,2,-1,0,"unknown","no"
"416",416,"unknown",6,"may",90,1,-1,0,"unknown",
"417",417,"unknown",6,"may",505,1,-1,0,"unknown","no"
"418",418,"unknown",6,"may",245,1,-1,0,"unknown",
"419",419,"unknown",6,"may",186,1,-1,0,"unknown","no"
"420",420,"unknown",6,"may",623,1,-1,0,"unknown","no"
"421",421,"unknown",6,"may",496,3,-1,0,"unknown","no"
"422",422,"unknown",6,"may",118,1,-1,0,"unknown","no"
"423",423,"unknown",6,"may",342,1,-1,0,"unknown",
"424",424,"unknown",6,"may",225,1,-1,0,"unknown","no"
"425",425,"unknown",6,"may",185,3,-1,0,"unknown","no"
"426",426,"unknown",6,"may",196,2,-1,0,"unknown","no"
"427",427,"unknown",6,"may",276,1,-1,0,"unknown",
"428",428,"unknown",6,"may",76,1,-1,0,"unknown","no"
"429",429,"unknown",6,"may",87,1,-1,0,"unknown","no"
"430",430,"unknown",6,"may",195,1,-1,0,"unknown","no"
"431",431,"unknown",6,"may",744,1,-1,0,"unknown",
"432",432,"unknown",6,"may",765,1,-1,0,"unknown",
"433",433,"unknown",6,"may",262,1,-1,0,"unknown","no"
"434",434,"unknown",6,"may",119,1,-1,0,"unknown",
"435",435,"unknown",6,"may",198,2,-1,0,"unknown","no"
"436",436,"unknown",6,"may",150,1,-1,0,"unknown","no"
"437",437,"unknown",6,"may",241,1,-1,0,"unknown","no"
"438",438,"unknown",6,"may",181,1,-1,0,"unknown","no"
"439",439,"unknown",6,"may",196,1,-1,0,"unknown",
"440",440,"unknown",6,"may",149,1,-1,0,"unknown","no"
